,email
611,eb1.n2.samoracorreia@escolas.min-edu.pt
612,eb.samoracorreia@escolas.min-edu.pt
613,eb23.portoalto@escolas.min-edu.pt
614,eb1.n1.samoracorreia@escolas.min-edu.pt
615,ji.n2.portoalto@escolas.min-edu.pt
616,ji.granho@escolas.min-edu.pt
617,ji.gloriaribatejo@escolas.min-edu.pt
618,eb1.marinhais@escolas.min-edu.pt
619,eb1.gloriaribatejo@escolas.min-edu.pt
620,direcao@aemarinhais.edu.gov.pt
621,servicos@aemarinhais.edu.gov.pt
622,eb1.granho@escolas.min-edu.pt
623,eb1.muge@escolas.min-edu.pt
624,ji.biscainho@escolas.min-edu.pt
625,eb1.lamarosasjose@escolas.min-edu.pt
626,ji.santanamato@escolas.min-edu.pt
627,ji.erra@escolas.min-edu.pt
628,ji.branca@escolas.min-edu.pt
629,direcao@aecoruche.edu.gov.pt
630,servicos@aecoruche.edu.gov.pt
631,eb1.n1.coruche@escolas.min-edu.pt
632,eb23.darmandolizardo@escolas.min-edu.pt
633,ebiji.couco@escolas.min-edu.pt
634,eb1.biscainho@escolas.min-edu.pt
635,eb1.santanamato@escolas.min-edu.pt
636,eb1.forosrebocho@escolas.min-edu.pt
637,eb1.forosbranca@escolas.min-edu.pt
638,eb1.fajarda@escolas.min-edu.pt
639,eb1.n2.azervadinha@escolas.min-edu.pt
640,ji.valepinta@escolas.min-edu.pt
641,ji.casaisvalepedra@escolas.min-edu.pt
642,ji.lprofartursimoes@escolas.min-edu.pt
643,direcao@aesancho1.edu.gov.pt
644,servicos@aesancho1.edu.gov.pt
645,eb1.casaisvalepedra@escolas.min-edu.pt
646,eb1.lpfartursimoes@escolas.min-edu.pt
647,eb1.valepinta@escolas.min-edu.pt
648,ji.vnovabarquinha@escolas.min-edu.pt
649,ji.tancos@escolas.min-edu.pt
650,ji.atalaialiberdade@escolas.min-edu.pt
651,ji.moitanorte@escolas.min-edu.pt
652,direcao@aevnbarquinha.edu.gov.pt
653,servicos@aevnbarquinha.edu.gov.pt
654,eb1.vnovabarquinha@escolas.min-edu.pt
655,eb23.praiaribatejo@escolas.min-edu.pt
656,eb1.ssvicentepaul@escolas.min-edu.pt
657,eb23.dmanuelipernes@escolas.min-edu.pt
658,eb1.gancaria@escolas.min-edu.pt
659,ji.achete@escolas.min-edu.pt
660,ji.abra@escolas.min-edu.pt
661,eb1.tremes@escolas.min-edu.pt
662,eb1.tojosa@escolas.min-edu.pt
663,eb1.n1.pernes@escolas.min-edu.pt
664,eb1.casevel@escolas.min-edu.pt
665,eb1.azoiacima@escolas.min-edu.pt
666,eb1.amilharicas@escolas.min-edu.pt
667,eb1.amiaiscima@escolas.min-edu.pt
668,eb1.amiaisbaixo@escolas.min-edu.pt
669,direcao@afonsohenriques-str.edu.gov.pt
670,secretaria.afonsohenriques@gmail.com
671,servicos@afonsohenriques-str.edu.gov.pt
672,eb1.advagar@escolas.min-edu.pt
673,eb1.abra@escolas.min-edu.pt
674,eb1.verdelho@escolas.min-edu.pt
675,ji.sptnsantamaria@escolas.min-edu.pt
676,direcao@agilpaes.edu.gov.pt
677,servicos@agilpaes.edu.gov.pt
678,eb1.viscondesgiao@escolas.min-edu.pt
679,eb23.mfigueiredo@escolas.min-edu.pt
680,ji.n3.benavente@escolas.min-edu.pt
681,ji.benaventeareias@escolas.min-edu.pt
682,ji.sestevaovinhacasa@escolas.min-edu.pt
683,ji.foroscharneca@escolas.min-edu.pt
684,direcao@aebenavente.edu.gov.pt
685,servicos@aebenavente.edu.gov.pt
686,eb1.barrosabenavente@escolas.min-edu.pt
687,eb1.n1.benavente@escolas.min-edu.pt
688,eb23.duartelopes@escolas.min-edu.pt
689,eb1.sestevaourbvinha@escolas.min-edu.pt
690,eb1.almada@escolas.min-edu.pt
691,eb.benavente@escolas.min-edu.pt
692,ji.golegaluiscamoes@escolas.min-edu.pt
693,eb1.azinhaga@escolas.min-edu.pt
694,eb1.golega@escolas.min-edu.pt
695,direcao@agrupamentoegap.edu.gov.pt
696,servicos@agrupamentoegap.edu.gov.pt
697,ji.ulme@escolas.min-edu.pt
698,ji.parreira@escolas.min-edu.pt
699,ji.carregueira@escolas.min-edu.pt
700,direcao@aechamusca.edu.gov.pt
701,servicos@aechamusca.edu.gov.pt
702,eb1.chouto@escolas.min-edu.pt
703,ji.valecavalos@escolas.min-edu.pt
704,eb1.parreira@escolas.min-edu.pt
705,eb1.chantifascista@escolas.min-edu.pt
706,eb1.cameixoeira@escolas.min-edu.pt
707,ji.pinheirogrande@escolas.min-edu.pt
708,ji.chouto@escolas.min-edu.pt
709,eb1.valecavalosfonte@escolas.min-edu.pt
710,eb.n1.riomaior@escolas.min-edu.pt
711,eb.alcobertas@escolas.min-edu.pt
712,direcao@aemarinhasdosal.edu.gov.pt
713,servicos@aemarinhasdosal.edu.gov.pt
714,eb1.asseiceirarmr@escolas.min-edu.pt
715,direcao@aefcps.edu.gov.pt
716,servicos@aefcps.edu.gov.pt
717,eb.n2.riomaior@escolas.min-edu.pt
718,eb1.sjoaoribeira@escolas.min-edu.pt
719,direcao@aefzezere.edu.gov.pt
720,servicos@aefzezere.edu.gov.pt
721,eb1.areiasfzz@escolas.min-edu.pt
722,eb1.ferreirazezere@escolas.min-edu.pt
723,direcao@aeazambuja.edu.gov.pt
724,secretaria@aeazb.pt
725,servicos@aeazambuja.edu.gov.pt
726,eb1.azambuja@escolas.min-edu.pt
727,eb1.vnrmjalvesdinis@escolas.min-edu.pt
728,ebi.azambuja@escolas.min-edu.pt
729,eb1.socasa@escolas.min-edu.pt
730,eb1.vermelha@escolas.min-edu.pt
731,eb1.sobrena@escolas.min-edu.pt
732,eb1.murteiralamas@escolas.min-edu.pt
733,eb1ji.dagorda@escolas.min-edu.pt
734,ji.peral@escolas.min-edu.pt
735,eb1.alguber@escolas.min-edu.pt
736,eb1.cebasicaciclo@escolas.min-edu.pt
737,direcao@aecadaval.edu.gov.pt
738,servicos@aecadaval.edu.gov.pt
739,eb1.painho@escolas.min-edu.pt
740,eb1.figueiros@escolas.min-edu.pt
741,eb1ji.chaosapo@escolas.min-edu.pt
742,ji.vermelha@escolas.min-edu.pt
743,ji.choupal@escolas.min-edu.pt
744,ji.sdomingossantarem@escolas.min-edu.pt
745,eb1ji.sdomingos@escolas.min-edu.pt
746,eb1.n1.valesantarem@escolas.min-edu.pt
747,direcao@ae-aherculano.edu.gov.pt
748,servicos@ae-aherculano.edu.gov.pt
749,eb1.fssaonicolau@escolas.min-edu.pt
750,eb1.n3.santarem@escolas.min-edu.pt
751,eb1.povoaisenta@escolas.min-edu.pt
752,eb1.n6.santarem@escolas.min-edu.pt
753,eb1.portelapadeiras@escolas.min-edu.pt
754,eb1.povoasantarem@escolas.min-edu.pt
755,eb23.djoaoiisantarem@escolas.min-edu.pt
756,ji.alcanhoes@escolas.min-edu.pt
757,ji.mocarria@escolas.min-edu.pt
758,direcao@aesabandeira.edu.gov.pt
759,servicos@aesabandeira.edu.gov.pt
760,eb1.vfpfildaafonso@escolas.min-edu.pt
761,eb1.n1.santarem@escolas.min-edu.pt
762,eb1.perofilho@escolas.min-edu.pt
763,eb1.alcanhoes@escolas.min-edu.pt
764,eb1.abitureiras@escolas.min-edu.pt
765,eb1.varzeaescolaceb@escolas.min-edu.pt
766,eb1.romeira@escolas.min-edu.pt
767,eb1.n5.santarem@escolas.min-edu.pt
768,eb1.mocarria@escolas.min-edu.pt
769,ji.valeparaiso@escolas.min-edu.pt
770,direcao@aevaleaveiras.edu.gov.pt
771,servicos@aevaleaveiras.edu.gov.pt
772,eb1.aveirascima@escolas.min-edu.pt
773,eb1.valebrejo@escolas.min-edu.pt
774,eb1.vparaisoescolas7@escolas.min-edu.pt
775,ji.n1.entroncamento@escolas.min-edu.pt
776,direcao@aeentroncamento.edu.gov.pt
777,servicos@aeentroncamento.edu.gov.pt
778,eb1.n2.entroncamento@escolas.min-edu.pt
779,eb1.n1.entroncamento@escolas.min-edu.pt
780,eb23.drruyandrade@escolas.min-edu.pt
781,direcao@aedgoes.edu.gov.pt
782,servicos@aedgoes.edu.gov.pt
783,eb23.peroalenquer@escolas.min-edu.pt
784,eb1.alenquer@escolas.min-edu.pt
785,eb1.n2.alenquer@escolas.min-edu.pt
786,eb1.chegancas@escolas.min-edu.pt
787,eb1.santanacarnota@escolas.min-edu.pt
788,ji.meca@escolas.min-edu.pt
789,ji.abrigada@escolas.min-edu.pt
790,eb1.ota@escolas.min-edu.pt
791,direcao@aeabrigada.edu.gov.pt
792,servicos@aeabrigada.edu.gov.pt
793,eb1.cabanastorres@escolas.min-edu.pt
794,eb1.canados@escolas.min-edu.pt
795,ji.sdomingoscarmoes@escolas.min-edu.pt
796,eb1.boavistasilveira@escolas.min-edu.pt
797,eb1.cambelas@escolas.min-edu.pt
798,ji.serravila@escolas.min-edu.pt
799,ji.boavistasilveira@escolas.min-edu.pt
800,direcao@sao-goncalo.edu.gov.pt
801,servicos@sao-goncalo.edu.gov.pt
802,eb1.freiriapegaliza@escolas.min-edu.pt
803,eb1.varatojo@escolas.min-edu.pt
804,eb1.btvspsantiago@escolas.min-edu.pt
805,eb1.torresvedras@escolas.min-edu.pt
806,eb1.spedrocadeira@escolas.min-edu.pt
807,eb1.sdomingoscarmoes@escolas.min-edu.pt
808,eb1.stacruzsilveira@escolas.min-edu.pt
809,eb1.runa@escolas.min-edu.pt
810,eb23.freiria@escolas.min-edu.pt
811,eb1.doisportos@escolas.min-edu.pt
812,eb1.chaosfreiria@escolas.min-edu.pt
813,eb1.calfaiata@escolas.min-edu.pt
814,eb1.silveiraescola@escolas.min-edu.pt
815,eb1.serravilaserrav@escolas.min-edu.pt
816,eb1.n1.carvoeira@escolas.min-edu.pt
817,ji.calfaiata@escolas.min-edu.pt
818,ji.n3.altoseixalinho@escolas.min-edu.pt
819,ji.n1.altoseixalinho@escolas.min-edu.pt
820,direcao@aeacabrita.edu.gov.pt
821,servicos@aeacabrita.edu.gov.pt
822,eb1.n8.barreiro@escolas.min-edu.pt
823,eb1.n6.barreiro@escolas.min-edu.pt
824,eb1ji.n5.barreiro@escolas.min-edu.pt
825,eb23.peabiliomendes@escolas.min-edu.pt
826,ji.fradebaixo@escolas.min-edu.pt
827,ji.vrei@escolas.min-edu.pt
828,direcao@aevr.edu.gov.pt
829,servicos@aevr.edu.gov.pt
830,eb1.n1.travassoscima@escolas.min-edu.pt
831,ji.sanguinhedocota@escolas.min-edu.pt
832,eb1.cepoesvis@escolas.min-edu.pt
833,eb1.n1.cavernaes@escolas.min-edu.pt
834,eb1.casalesporao@escolas.min-edu.pt
835,ji.cavernaes@escolas.min-edu.pt
836,direcao@aemundao.edu.gov.pt
837,servicos@aemundao.edu.gov.pt
838,eb1.n2.mundao@escolas.min-edu.pt
839,eb1.n1.mundao@escolas.min-edu.pt
840,direcao@aefv.edu.gov.pt
841,servicos@aefv.edu.gov.pt
842,eb2.figueirovinhos@escolas.min-edu.pt
843,eb1.arega@escolas.min-edu.pt
844,eb1.almofalabaixo@escolas.min-edu.pt
845,ji.arega@escolas.min-edu.pt
846,ji.aguda@escolas.min-edu.pt
847,ji.pascoal@escolas.min-edu.pt
848,ji.figueiro@escolas.min-edu.pt
849,ji.farminhao@escolas.min-edu.pt
850,direcao@aeviseunorte.edu.gov.pt
851,direcao@aeviseunorte.pt
852,servicos@aeviseunorte.edu.gov.pt
853,eb1.vnovacampo@escolas.min-edu.pt
854,eb1.torredeita@escolas.min-edu.pt
855,eb1.tondelinha@escolas.min-edu.pt
856,eb1.n2.abraveses@escolas.min-edu.pt
857,eb1.portelascipriano@escolas.min-edu.pt
858,eb1.pascoal@escolas.min-edu.pt
859,eb1.oliveirabaixo@escolas.min-edu.pt
860,eb1.moselos@escolas.min-edu.pt
861,eb1.lustosa@escolas.min-edu.pt
862,eb1.farminhao@escolas.min-edu.pt
863,eb1.coutocima@escolas.min-edu.pt
864,eb1.n1.campo@escolas.min-edu.pt
865,eb1.calde@escolas.min-edu.pt
866,eb1.n1.bigas@escolas.min-edu.pt
867,eb1.n1.abraveses@escolas.min-edu.pt
868,eb23.dduarte@escolas.min-edu.pt
869,ji.varzeacalde@escolas.min-edu.pt
870,ji.travancabodiosa@escolas.min-edu.pt
871,ji.torredeita@escolas.min-edu.pt
872,eb1.vfacaia@escolas.min-edu.pt
873,direcao@agpedrogao.edu.gov.pt
874,servicos@agpedrogao.edu.gov.pt
875,eb1.graca@escolas.min-edu.pt
876,eb1.cardigos@escolas.min-edu.pt
877,direcao@aemacao.edu.gov.pt
878,servicos@aemacao.edu.gov.pt
879,eb1.macao@escolas.min-edu.pt
880,eb1.juncal@escolas.min-edu.pt
881,eb1.fonteoleiro@escolas.min-edu.pt
882,eb1.cumeiracima@escolas.min-edu.pt
883,eb1.casaisgarridos@escolas.min-edu.pt
884,eb1.calvariacima@escolas.min-edu.pt
885,eb1.arrimal@escolas.min-edu.pt
886,eb1.alqueidaoserra@escolas.min-edu.pt
887,ji.arrimal@escolas.min-edu.pt
888,ji.mendiga@escolas.min-edu.pt
889,ji.alvados@escolas.min-edu.pt
890,ji.alqueidaoserra@escolas.min-edu.pt
891,direcao@aepmos.edu.gov.pt
892,servicos@aepmos.edu.gov.pt
893,ji.svicentepaula@escolas.min-edu.pt
894,eb1.pousada@escolas.min-edu.pt
895,ji.gravelos@escolas.min-edu.pt
896,ji.borbela@escolas.min-edu.pt
897,eb1.n6.vreal@escolas.min-edu.pt
898,eb1.n3.vreal@escolas.min-edu.pt
899,eb1.n2.vreal@escolas.min-edu.pt
900,eb1.n47.porto@escolas.min-edu.pt
901,direcao@clararesende.edu.gov.pt
902,servicos@clararesende.edu.gov.pt
903,eb1.n1.faroessromao@escolas.min-edu.pt
904,eb23.aroes@escolas.min-edu.pt
905,direcao@ae-fafe.edu.gov.pt
906,servicos@ae-fafe.edu.gov.pt
907,eb1.mastacristina@escolas.min-edu.pt
908,eb1.cruzeirofareja@escolas.min-edu.pt
909,eb1.igrejacepaes@escolas.min-edu.pt
910,eb1.n6.esposende@escolas.min-edu.pt
911,eb1.igrejavcha@escolas.min-edu.pt
912,eb1.n4.esposende@escolas.min-edu.pt
913,eb1.n5.esposende@escolas.min-edu.pt
914,eb1.n2.lugarbaixo@escolas.min-edu.pt
915,eb1.estradaguilheta@escolas.min-edu.pt
916,eb1.n2.esposende@escolas.min-edu.pt
917,ebi.forjaes@escolas.min-edu.pt
918,eb1.sfins@escolas.min-edu.pt
919,direcao@aears.edu.gov.pt
920,servicos@aears.edu.gov.pt
921,ji.travessas@escolas.min-edu.pt
922,ji.devesavelha@escolas.min-edu.pt
923,direcao@aeoj.edu.gov.pt
924,servicos@aeoj.edu.gov.pt
925,eb1.n7.sjoaomadeira@escolas.min-edu.pt
926,eb1.n3.sjoaomadeira@escolas.min-edu.pt
927,eb1.outeiroserzedo@escolas.min-edu.pt
928,eb1.n12.guimaraes@escolas.min-edu.pt
929,eb1.n24.guimaraes@escolas.min-edu.pt
930,eb1.retorta@escolas.min-edu.pt
931,eb1.n25.guimaraes@escolas.min-edu.pt
932,direcao@aesantossimoes.edu.gov.pt
933,servicos@aesantossimoes.edu.gov.pt
934,eb1.uchabaixo@escolas.min-edu.pt
935,eb1.lacete@escolas.min-edu.pt
936,eb1.soutelopinheiro@escolas.min-edu.pt
937,eb1.cruzeirocalvos@escolas.min-edu.pt
938,direcao@agrupamentoabacao.edu.gov.pt
939,servicos@agrupamentoabacao.edu.gov.pt
940,eb1.n1.paraisoabacao@escolas.min-edu.pt
941,ji.fnogueira@escolas.min-edu.pt
942,eb1.estradateloes@escolas.min-edu.pt
943,ji.ataide@escolas.min-edu.pt
944,eb23.vcaiz@escolas.min-edu.pt
945,eb1.torreira@escolas.min-edu.pt
946,eb1.n2.stacombavmea@escolas.min-edu.pt
947,eb1.lamafigueiro@escolas.min-edu.pt
948,eb1.n1.igrejavcaiz@escolas.min-edu.pt
949,eb1.n2.eiras@escolas.min-edu.pt
950,eb1.n2.altolixa@escolas.min-edu.pt
951,eb1.n2.boavista@escolas.min-edu.pt
952,direcao@amadeo.edu.gov.pt
953,servicos@amadeo.edu.gov.pt
954,eb1.n2.lamego@escolas.min-edu.pt
955,direcao@aelamego.edu.gov.pt
956,servicos@aelamego.edu.gov.pt
957,direcao@aerodriguesfreitas.edu.gov.pt
958,servicos@aerodriguesfreitas.edu.gov.pt
959,eb1.n50.porto@escolas.min-edu.pt
960,eb23.miragaia@escolas.min-edu.pt
961,eb1.n51.porto@escolas.min-edu.pt
962,eb1ji.n27.porto@escolas.min-edu.pt
963,eb1.n42.porto@escolas.min-edu.pt
964,direcao@aescas.edu.gov.pt
965,servicos@aescas.edu.gov.pt
966,eb1.picua@escolas.min-edu.pt
967,eb1ji.moutidos@escolas.min-edu.pt
968,eb1.corim@escolas.min-edu.pt
969,eb1.n8.braganca@escolas.min-edu.pt
970,eb1.stacombarossas@escolas.min-edu.pt
971,eb1.paradabgc@escolas.min-edu.pt
972,eb23.izeda@escolas.min-edu.pt
973,eb23.augustomoreno@escolas.min-edu.pt
974,ji.stacombarossas@escolas.min-edu.pt
975,ji.braganca@escolas.min-edu.pt
976,direcao@abadebacal.edu.gov.pt
977,servicos@abadebacal.edu.gov.pt
978,ji.passosmdl@escolas.min-edu.pt
979,ji.n1.mirandela@escolas.min-edu.pt
980,direcao@aemirandela.edu.gov.pt
981,servicos@aemirandela.edu.gov.pt
982,eb1.n5.mirandela@escolas.min-edu.pt
983,eb1.n3.mirandela@escolas.min-edu.pt
984,eb23.lucianocordeiro@escolas.min-edu.pt
985,eb12.torredonachama@escolas.min-edu.pt
986,eb1.romeu@escolas.min-edu.pt
987,eb1.plargoescola@escolas.min-edu.pt
988,eb1.frechas@escolas.min-edu.pt
989,direcao@aeah.edu.gov.pt
990,servicos@aeah.edu.gov.pt
991,eb23.dacpireslima@escolas.min-edu.pt
992,eb1ji.n1.porto@escolas.min-edu.pt
993,eb1ji.n8.porto@escolas.min-edu.pt
994,eb1ji.n11.porto@escolas.min-edu.pt
995,eb1ji.n3.porto@escolas.min-edu.pt
996,eb1.vilarandorinho@escolas.min-edu.pt
997,eb1ji.sardao@escolas.min-edu.pt
998,eb1.mariz@escolas.min-edu.pt
999,eb1ji.n2.outeiro@escolas.min-edu.pt
1000,eb1ji.n1.cabanoes@escolas.min-edu.pt
1001,eb1ji.aldeianova@escolas.min-edu.pt
1002,eb23.vilarandorinho@escolas.min-edu.pt
1003,eb23.avintes@escolas.min-edu.pt
1004,direcao@aegn.edu.gov.pt
1005,servicos@aegn.edu.gov.pt
1006,eb1.cortesmazedo@escolas.min-edu.pt
1007,direcao@aemoncao.edu.gov.pt
1008,servicos@aemoncao.edu.gov.pt
1009,eb1.moncao@escolas.min-edu.pt
1010,eb23.moncao@escolas.min-edu.pt
1011,eb23.tangil@escolas.min-edu.pt
1012,eb1.pias@escolas.min-edu.pt
1013,eb1.estradamazedo@escolas.min-edu.pt
1014,ji.vermoim@escolas.min-edu.pt
1015,ji.psantiagoribaul@escolas.min-edu.pt
1016,eb1.n2.oazemeis@escolas.min-edu.pt
1017,eb1.n1.sribaul@escolas.min-edu.pt
1018,direcao@aeoliveira-azemeis.edu.gov.pt
1019,direccao@esfcastro.pt
1020,servicos@aeoliveira-azemeis.edu.gov.pt
1021,eb1.n1.saossela@escolas.min-edu.pt
1022,eb1.osantiagoribaul@escolas.min-edu.pt
1023,ji.gimonde@escolas.min-edu.pt
1024,direcao@aemigueltorga.edu.gov.pt
1025,servicos@aemigueltorga.edu.gov.pt
1026,eb1ji.fundovila@escolas.min-edu.pt
1027,direcao@aesl.edu.gov.pt
1028,servicos@aesl.edu.gov.pt
1029,eb1ji.parque@escolas.min-edu.pt
1030,ji.sjoaoloure@escolas.min-edu.pt
1031,ji.psjoaoloure@escolas.min-edu.pt
1032,direcao@aeaav.edu.gov.pt
1033,servicos@aeaav.edu.gov.pt
1034,eb1.saavelha@escolas.min-edu.pt
1035,ebi.sjoaoloure@escolas.min-edu.pt
1036,eb1.santoniovalmaior@escolas.min-edu.pt
1037,eb1.igrejavalemaior@escolas.min-edu.pt
1038,eb1.cruzinha@escolas.min-edu.pt
1039,eb1.angeja@escolas.min-edu.pt
1040,eb2.albergariaavelha@escolas.min-edu.pt
1041,ji.qtpicado@escolas.min-edu.pt
1042,direcao@aems.edu.gov.pt
1043,servicos@aems.edu.gov.pt
1044,eb1.verdemilho@escolas.min-edu.pt
1045,eb1.n1.qtpicado@escolas.min-edu.pt
1046,eb1.leirinhasaradas@escolas.min-edu.pt
1047,eb1.n1.bonsucesso@escolas.min-edu.pt
1048,eb23.aradas@escolas.min-edu.pt
1049,ji.telhadela@escolas.min-edu.pt
1050,ji.soutelobranca@escolas.min-edu.pt
1051,ji.fradelosbranca@escolas.min-edu.pt
1052,ji.cribeirafraguas@escolas.min-edu.pt
1053,eb1.soutobranca@escolas.min-edu.pt
1054,eb1.laginhas@escolas.min-edu.pt
1055,eb1.fradelosbranca@escolas.min-edu.pt
1056,eb1.cribeirafraguas@escolas.min-edu.pt
1057,direcao@aebranca.edu.gov.pt
1058,servicos@aebranca.edu.gov.pt
1059,eb1.albergariaanova@escolas.min-edu.pt
1060,direcao@aernpcacia.edu.gov.pt
1061,servicos@aernpcacia.edu.gov.pt
1062,eb1.tabueira@escolas.min-edu.pt
1063,eb1.sarrazola@escolas.min-edu.pt
1064,eb1.qtloureiro@escolas.min-edu.pt
1065,eb1.povoapaco@escolas.min-edu.pt
1066,ji.meda@escolas.min-edu.pt
1067,direcao@aemeda.edu.gov.pt
1068,servicos@aemeda.edu.gov.pt
1069,eb1.macinhatavouga@escolas.min-edu.pt
1070,eb1.sstrofavouga@escolas.min-edu.pt
1071,direcao@aevalongodovouga.edu.gov.pt
1072,servicos@aevalongodovouga.edu.gov.pt
1073,ji.qoliveirinha@escolas.min-edu.pt
1074,ji.oliveirinhanariz@escolas.min-edu.pt
1075,eb1.mamodeiro@escolas.min-edu.pt
1076,eb1.costavalado@escolas.min-edu.pt
1077,direcao@aeo.edu.gov.pt
1078,servicos@aeo.edu.gov.pt
1079,eb1.azurva@escolas.min-edu.pt
1080,direcao@aeeixo.edu.gov.pt
1081,servicos@aeeixo.edu.gov.pt
1082,direcao@aeestarreja.edu.gov.pt
1083,servicos@aeestarreja.edu.gov.pt
1084,eb23.pfdregasmoniz@escolas.min-edu.pt
1085,eb23.pdabreufreire@escolas.min-edu.pt
1086,eb1.pinheiroveiros@escolas.min-edu.pt
1087,eb1.cabecasveiros@escolas.min-edu.pt
1088,ji.sanguinheira@escolas.min-edu.pt
1089,direcao@aegandaramar.edu.gov.pt
1090,servicos@aegandaramar.edu.gov.pt
1091,eb1.tocha@escolas.min-edu.pt
1092,eb1.sanguinheira@escolas.min-edu.pt
1093,eb1.gsanguinheira@escolas.min-edu.pt
1094,ji.corticeirocima@escolas.min-edu.pt
1095,direcao@limafaria.edu.gov.pt
1096,servicos@limafaria.edu.gov.pt
1097,eb1.vilamar@escolas.min-edu.pt
1098,eb1.scaetano@escolas.min-edu.pt
1099,eb1.febres@escolas.min-edu.pt
1100,eb1.covoes@escolas.min-edu.pt
1101,eb1.corticeirocima@escolas.min-edu.pt
1102,eb23.carlosoliveira@escolas.min-edu.pt
1103,eb1.vnovaceira@escolas.min-edu.pt
1104,direcao@aegois.edu.gov.pt
1105,servicos@aegois.edu.gov.pt
1106,eb1.alvares@escolas.min-edu.pt
1107,direcao@escolasdemira.edu.gov.pt
1108,servicos@escolasdemira.edu.gov.pt
1109,eb1.sconegozagalo@escolas.min-edu.pt
1110,eb1.praiamira@escolas.min-edu.pt
1111,eb1.portomar@escolas.min-edu.pt
1112,eb2.mira@escolas.min-edu.pt
1113,eb1.lentisqueira@escolas.min-edu.pt
1114,eb1.lagoamira@escolas.min-edu.pt
1115,eb1.casalstome@escolas.min-edu.pt
1116,eb1.carapelhos@escolas.min-edu.pt
1117,ji.mira@escolas.min-edu.pt
1118,ji.lentisqueira@escolas.min-edu.pt
1119,direcao@aginfantedpedro.edu.gov.pt
1120,servicos@aginfantedpedro.edu.gov.pt
1121,eb1.espinhal@escolas.min-edu.pt
1122,eb1.cumieirapenela@escolas.min-edu.pt
1123,direcao@aemanteigas.edu.gov.pt
1124,servicos@aemanteigas.edu.gov.pt
1125,eb1.manteigas@escolas.min-edu.pt
1126,ji.treguengofetal@escolas.min-edu.pt
1127,ji.golpilheira@escolas.min-edu.pt
1128,direcao@aebatalha.edu.gov.pt
1129,servicos@aebatalha.edu.gov.pt
1130,eb1.reguengofetal@escolas.min-edu.pt
1131,eb1.rebolaria@escolas.min-edu.pt
1132,eb1.qtsobrado@escolas.min-edu.pt
1133,eb1.golpilheira@escolas.min-edu.pt
1134,eb1.faniqueira@escolas.min-edu.pt
1135,eb1.casaisledos@escolas.min-edu.pt
1136,eb1.brancas@escolas.min-edu.pt
1137,eb1.palmeiria@escolas.min-edu.pt
1138,eb1.chainca@escolas.min-edu.pt
1139,eb1.caxieira@escolas.min-edu.pt
1140,eb1.caranguejeira@escolas.min-edu.pt
1141,ji.n1.scatarinaserra@escolas.min-edu.pt
1142,ji.ostacatarinaserra@escolas.min-edu.pt
1143,ji.soutomeio@escolas.min-edu.pt
1144,ji.semurtorios115@escolas.min-edu.pt
1145,ji.qtsardinha@escolas.min-edu.pt
1146,ji.loureira@escolas.min-edu.pt
1147,ji.caranguejeira@escolas.min-edu.pt
1148,ji.caldelas@escolas.min-edu.pt
1149,direcao@aecscs.edu.gov.pt
1150,servicos@aecscs.edu.gov.pt
1151,eb1.valesumo@escolas.min-edu.pt
1152,ebi.stacatarinaserra@escolas.min-edu.pt
1153,ji.milagres@escolas.min-edu.pt
1154,ji.matamilagres@escolas.min-edu.pt
1155,ji.colmeias@escolas.min-edu.pt
1156,eb1.milagres@escolas.min-edu.pt
1157,eb1.matamilagres@escolas.min-edu.pt
1158,eb1.machados@escolas.min-edu.pt
1159,direcao@aecolmeias.edu.gov.pt
1160,servicos@aecolmeias.edu.gov.pt
1161,eb1.boucacolmeias@escolas.min-edu.pt
1162,eb1.bidoeiracima@escolas.min-edu.pt
1163,eb1.agodim@escolas.min-edu.pt
1164,ji.portocarro@escolas.min-edu.pt
1165,ji.pocaricamaceira@escolas.min-edu.pt
1166,ji.maceirinha@escolas.min-edu.pt
1167,ji.cavalinhos@escolas.min-edu.pt
1168,ji.adospretos@escolas.min-edu.pt
1169,ji.adobarbas@escolas.min-edu.pt
1170,direcao@aehs.edu.gov.pt
1171,servicos@aehs.edu.gov.pt
1172,eb1.portocarro@escolas.min-edu.pt
1173,eb1.n2.maceira@escolas.min-edu.pt
1174,eb1.costas@escolas.min-edu.pt
1175,eb1.cavalinhos@escolas.min-edu.pt
1176,eb1.adospretos@escolas.min-edu.pt
1177,ji.gandaraolivais@escolas.min-edu.pt
1178,ji.coucinheira@escolas.min-edu.pt
1179,ji.barreirosamor@escolas.min-edu.pt
1180,ji.almuinhas@escolas.min-edu.pt
1181,ji.amor@escolas.min-edu.pt
1182,direcao@aemarrazes.edu.gov.pt
1183,servicos@aemarrazes.edu.gov.pt
1184,eb1.marrazes@escolas.min-edu.pt
1185,eb1.sismariagandara@escolas.min-edu.pt
1186,eb1.regueirapontes@escolas.min-edu.pt
1187,eb1.qtalcada@escolas.min-edu.pt
1188,eb1.pmarrazes@escolas.min-edu.pt
1189,eb1.marinheiros@escolas.min-edu.pt
1190,eb1.gandaraolivais@escolas.min-edu.pt
1191,eb1.coucinheira@escolas.min-edu.pt
1192,eb1.cregueirapontes@escolas.min-edu.pt
1193,eb1.casalnovoamor@escolas.min-edu.pt
1194,eb1.casalclaros@escolas.min-edu.pt
1195,eb1.barreirosamor@escolas.min-edu.pt
